subj,fname,outl,seg,note,,traj,repetitions,tGONS,tPVEL,tNONS,tMAXC,tNOFFS,tPVEL2,tGOFFS,xGONS,xPVEL,xNONS,xMAXC,xNOFFS,xPVEL2,xGOFFS,yGONS,yPVEL,yNONS,yMAXC,yNOFFS,yPVEL2,yGOFFS,zGONS,zPVEL,zNONS,zMAXC,zNOFFS,zPVEL2,zGOFFS,vGONS,vPVEL,vNONS,vMAXC,vNOFFS,vPVEL2,vGOFFS
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,dat,LA,17 + 14,3862.5,3892.5,3920,3925,3932.5,3965,3992.5,21.4,20.6,19.9,19.9,19.9,20.7,21.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.81,3.612,0.879,0.139,0.907,3.53,1
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,4005,4035,4070,4075,4082.5,4110,4140,21.4,20.7,19.8,19.8,19.8,20.4,21,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1.044,3.31,0.801,0.154,0.801,2.839,0.699
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,4150,4177.5,4205,4212.5,4217.5,4247.5,4275,21,20.6,20,20,20,20.5,21,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.555,2.46,0.699,0.106,0.622,2.249,0.552
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,4287.5,4317.5,4347.5,4352.5,4357.5,4387.5,4417.5,21,20.3,19.6,19.6,19.6,20.3,21,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.939,3.126,0.651,0.022,0.685,3.182,0.749
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,4427.5,4455,4482.5,4490,4497.5,4525,4547.5,21,20.5,20,20,20.1,20.6,21,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.586,2.34,0.663,0.051,0.809,2.659,0.734
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,4557.5,4585,4612.5,4620,4625,4655,4682.5,21,20.4,19.8,19.8,19.8,20.4,21,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.719,2.954,0.869,0.087,0.707,2.842,0.795
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,4695,4722.5,4752.5,4757.5,4762.5,4787.5,4812.5,21,20.5,20,20,20,20.4,20.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.818,2.385,0.515,0.028,0.558,1.983,0.547
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,4762.5,4787.5,4872.5,4880,4885,4912.5,4937.5,20,20.4,20.2,20.1,20.2,20.5,20.9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.558,1.983,0.573,0.034,0.467,1.913,0.63
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,4885,4912.5,5007.5,5015,5022.5,5052.5,5077.5,20.2,20.5,20.2,20.2,20.2,20.5,20.8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.467,1.913,0.476,0.027,0.396,1.467,0.45
PD 01,PD_PA_DDK1_B01_R01_0134_01,,P,,,LA,,5090,5122.5,5160,5165,5172.5,5202.5,5232.5,20.8,20.3,19.7,19.7,19.7,20.2,20.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.568,2.097,0.468,0.032,0.638,2.298,0.571
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,dat,LA,1 + 24 + 14 +2,4185,4217.5,4247.5,4252.5,4257.5,4277.5,4302.5,22,21.3,20.6,20.6,20.6,20.9,21.3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.872,3.164,0.738,0.001,0.717,2.172,0.486
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,4315,4337.5,4357.5,4362.5,4370,4392.5,4412.5,21.3,21.1,20.9,20.9,20.9,21.2,21.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.339,1.048,0.433,0.081,0.547,1.875,0.656
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,4422.5,4452.5,4480,4485,4492.5,4522.5,4552.5,21.5,21,20.4,20.4,20.4,21.1,21.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.612,2.722,0.627,0.028,0.835,2.784,0.678
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,4562.5,4582.5,4617.5,4627.5,4640,4710,4740,21.7,21.5,21.1,21.1,21.2,20.8,20.4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.384,1.358,0.328,0.032,0.486,2.139,0.545
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,4680,4710,4740,4747.5,4755,4782.5,4810,21.3,20.8,20.4,20.4,20.4,20.8,21.2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.54,2.139,0.545,0.023,0.529,1.996,0.636
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,4825,4850,4882.5,4887.5,4892.5,4915,4935,21.2,21,20.7,20.7,20.7,20.9,21.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.385,1.097,0.302,0.028,0.288,1.231,0.434
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,4945,4980,5007.5,5015,5020,5050,5087.5,21.1,20.6,20.3,20.2,20.2,20.8,21.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.4,1.856,0.638,0.068,0.582,2.552,0.65
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,5100,5122.5,5152.5,5160,5167.5,5200,5227.5,21.5,21.3,21,21,21,21.5,21.9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.355,1.398,0.326,0.048,0.51,1.976,0.542
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,5237.5,5262.5,5292.5,5300,5305,5327.5,5352.5,21.9,21.5,21.2,21.1,21.2,21.4,21.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.407,1.753,0.512,0.078,0.468,1.445,0.533
PD 01,PD_PA_DDK1_B01_R02_0135_01,,P,,,LA,,5365,5390,5417.5,5425,5432.5,5462.5,5490,21.7,21.3,21,20.9,20.9,21.2,21.4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.526,1.884,0.541,0.049,0.353,1.067,0.331
PD 01,PD_PA_DDK2_B01_R01_0148_01,,P,,dat,LA,15 + 8 + 2,3490,3520,3557.5,3600,3607.5,3687.5,3707.5,22.2,21.6,20.8,20.9,20.9,20.8,21,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.675,2.786,0.651,0.025,0.252,1.062,0.346
PD 01,PD_PA_DDK2_B01_R01_0148_01,,P,,,LA,,3720,3750,3780,3785,3792.5,3817.5,3847.5,21,20.5,20,20,20,20.4,20.9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.594,2.112,0.502,0.043,0.652,1.968,0.611
PD 01,PD_PA_DDK2_B01_R01_0148_01,,P,,,LA,,3860,3882.5,3907.5,3915,3925,4020,4047.5,20.9,20.7,20.5,20.4,20.5,20.3,19.9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.343,1.247,0.364,0.018,0.438,2.024,0.444
PD 01,PD_PA_DDK2_B01_R01_0148_01,,P,,,LA,,3990,4020,4047.5,4052.5,4057.5,4090,4122.5,20.8,20.3,19.9,19.9,19.9,20.5,21,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.538,2.024,0.444,0.037,0.512,2.16,0.691
PD 01,PD_PA_DDK2_B01_R01_0148_01,,P,,,LA,,4137.5,4162.5,4195,4202.5,4210,4235,4257.5,21,20.7,20.4,20.4,20.4,20.6,20.8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.454,1.479,0.365,0.036,0.299,1.051,0.292
PD 01,PD_PA_DDK2_B01_R01_0148_01,,P,,,LA,,4267.5,4300,4342.5,4347.5,4352.5,4372.5,4385,20.8,20.5,20.2,20.2,20.2,20.3,20.4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.275,0.931,0.228,0.018,0.199,0.641,0.59
PD 01,PD_PA_DDK2_B01_R01_0148_01,,P,,,LA,,4395,4405,4537.5,4545,4552.5,4580,4607.5,20.4,20.5,20.6,20.6,20.6,20.4,20.1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.587,0.627,0.168,0.012,0.261,1.009,0.313
PD 01,PD_PA_DDK2_B01_R01_0148_01,,P,,,LA,,4552.5,4580,4607.5,4612.5,4620,4652.5,4680,20.6,20.4,20.1,20.1,20.2,20.7,21.2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.261,1.009,0.313,0.004,0.585,2.254,0.56
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,dat,LA,17 + 10 + 1,3857.5,3882.5,3955,3962.5,3970,4000,4030,22.1,21.7,21.4,21.4,21.4,20.9,20.3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.608,2.099,0.558,0.045,0.607,2.368,0.693
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,3970,4000,4030,4037.5,4042.5,4070,4095,21.4,20.9,20.3,20.3,20.3,20.8,21.2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.607,2.368,0.693,0.066,0.567,2.082,0.516
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,3970,4000,4152.5,4160,4167.5,4202.5,4232.5,21.4,20.9,20.5,20.5,20.5,21.2,21.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.607,2.368,0.603,0.024,0.681,2.635,0.605
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,4245,4270,4302.5,4310,4315,4340,4365,21.7,21.3,20.8,20.8,20.8,21,21.3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.681,2.211,0.609,0.009,0.395,1.465,0.445
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,4375,4405,4430,4435,4440,4467.5,4495,21.3,20.9,20.6,20.6,20.6,21,21.4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.416,1.764,0.528,0.039,0.454,1.983,0.546
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,4507.5,4530,4560,4565,4572.5,4607.5,4652.5,21.4,21.2,21,21,21,21.2,21.4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.309,1.105,0.264,0.04,0.257,0.718,0.183
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,4572.5,4607.5,4652.5,4657.5,4662.5,4760,4775,21,21.2,21.4,21.4,21.4,21.4,21.4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.257,0.718,0.183,0.015,0.149,0.584,0.232
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,4785,4815,4840,4847.5,4860,4902.5,4930,21.4,21.1,20.8,20.8,20.9,21.5,21.9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.335,1.46,0.462,0.053,0.529,2.001,0.593
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,4942.5,4970,5002.5,5007.5,5012.5,5037.5,5060,21.9,21.5,21.1,21.1,21.1,21.3,21.5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.54,1.798,0.411,0.039,0.314,1.26,0.334
PD 01,PD_PA_DDK2_B01_R02_0149_01,,P,,,LA,,5070,5090,5115,5120,5127.5,5160,5185,21.5,21.3,21.1,21.1,21.1,21.5,21.7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.375,1.15,0.287,0.021,0.369,1.441,0.375
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,dat,TT_XZ,37 + 3,5902.5,5945,5997.5,6050,6070,6115,6147.5,-16.8,-14.8,-12,-11.2,-11.4,-13.8,-15.8,X,X,X,X,X,X,X,6.4,8.5,10.5,10.2,9.9,8.3,7.3,2.626,9.217,2.858,1.081,2.983,8.55,3.534
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,6167.5,6205,6247.5,6272.5,6305,6350,6380,-16,-14.3,-12.2,-11.8,-11.8,-13.3,-14.6,X,X,X,X,X,X,X,7.6,9.4,10.9,10.8,10.3,8.6,7.8,3.318,8.281,2.936,1.274,2.572,6.615,2.833
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,6402.5,6437.5,6480,6490,6500,6537.5,6570,-14.8,-13.5,-11.6,-11.5,-11.6,-12.8,-14.1,X,X,X,X,X,X,X,8,9.4,10.4,10.4,10.3,9.1,8.2,2.946,6.885,1.875,0.513,1.827,6.303,2.053
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,6587.5,6622.5,6655,6662.5,6672.5,6697.5,6730,-14.2,-13.1,-11.8,-11.6,-11.6,-12.3,-13.3,X,X,X,X,X,X,X,8.3,9.5,10.4,10.4,10.2,9.3,8.4,1.946,6.291,2.277,1.183,2.458,5.473,1.787
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,6747.5,6777.5,6805,6812.5,6820,6840,6867.5,-13.4,-12.7,-11.9,-11.8,-11.8,-12.1,-12.7,X,X,X,X,X,X,X,8.5,9.3,10,10,9.9,9.5,9,1.611,4.797,1.801,0.956,1.646,3.285,1.237
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,6820,6840,6867.5,6877.5,6885,6970,6997.5,-11.8,-12.1,-12.7,-12.7,-12.7,-12,-12.4,X,X,X,X,X,X,X,9.9,9.5,9,9,9.1,9.3,8.8,1.646,3.285,1.237,0.562,1.093,2.887,1.067
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,7015,7040,7065,7072.5,7077.5,7100,7127.5,-12.5,-12.2,-11.9,-11.8,-11.8,-12.1,-12.3,X,X,X,X,X,X,X,8.9,9.4,9.8,9.9,9.8,9.5,9.1,1.161,3.019,1.117,0.286,0.777,2.508,0.707
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,7015,7040,7125,7135,7142.5,7220,7240,-12.5,-12.2,-12.3,-12.3,-12.3,-12.2,-12.3,X,X,X,X,X,X,X,8.9,9.4,9.1,9,9,9,8.7,1.161,3.019,0.924,0.22,0.644,2.237,1.083
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,7257.5,7287.5,7315,7320,7327.5,7347.5,7372.5,-12.3,-11.7,-11.2,-11.1,-11.1,-11.5,-11.9,X,X,X,X,X,X,X,8.6,9.1,9.5,9.6,9.5,9.2,8.8,1.143,3.368,1.045,0.206,1.102,2.963,1.127
PD 01,PD_TA_DDK1_B01_R01_0132_01,,T,,,TT_XZ,,7327.5,7347.5,7437.5,7445,7452.5,7475,7505,-11.1,-11.5,-11.5,-11.5,-11.6,-12,-12.4,X,X,X,X,X,X,X,9.5,9.2,9.8,9.9,9.8,9.5,9.1,1.102,2.963,1.143,0.495,1.187,2.763,0.855
PD 01,PD_TA_DDK1_B01_R02_0138_01,,T,/ta/ blends into one consonant - something like /s/ or /f/,dat,TT_XZ,7 + 10 + 2,3755,3760,3777.5,3785,3792.5,3820,3847.5,-13,-13,-12.9,-12.9,-12.9,-13,-13.2,X,X,X,X,X,X,X,9.9,9.9,10,10,10,9.7,9.4,0.952,0.977,0.461,0.209,0.602,1.755,0.562
PD 01,PD_TA_DDK1_B01_R02_0138_01,,T,,,TT_XZ,,3862.5,3887.5,3925,3932.5,3937.5,3957.5,3972.5,-13.2,-13.1,-12.9,-12.8,-12.8,-12.9,-13,X,X,X,X,X,X,X,9.4,9.6,9.9,9.9,9.9,9.9,9.9,0.517,1.341,0.349,0.027,0.157,0.512,0.419
PD 01,PD_TA_DDK1_B01_R02_0138_01,,T,,,TT_XZ,,3987.5,4005,4022.5,4030,4037.5,4060,4085,-13,-13,-13,-13,-13,-12.9,-12.9,X,X,X,X,X,X,X,9.9,10,10.1,10.1,10.1,9.9,9.7,0.421,0.601,0.32,0.176,0.35,0.999,0.334
PD 01,PD_TA_DDK1_B01_R02_0138_01,,T,,,TT_XZ,,4097.5,4122.5,4150,4160,4170,4192.5,4220,-12.9,-12.9,-12.9,-12.8,-12.8,-12.7,-12.7,X,X,X,X,X,X,X,9.7,9.9,10.2,10.2,10.2,10,9.8,0.349,1.152,0.51,0.342,0.474,0.908,0.351
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,dat,TT_XZ,1 + 21,3705,3725,3745,3752.5,3760,3787.5,3812.5,-9.8,-9.6,-9.3,-9.2,-9.2,-9.9,-10.6,X,X,X,X,X,X,X,8.4,8.8,9,9,8.9,8.3,7.8,1.703,2.489,1.125,0.61,1.517,4.479,1.855
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,3830,3857.5,3885,3892.5,3897.5,3922.5,3945,-10.7,-9.9,-9.1,-9.1,-9.1,-9.6,-10.1,X,X,X,X,X,X,X,7.9,8.3,8.6,8.6,8.6,8.1,7.6,1.59,4.316,1.237,0.355,1.168,3.787,1.33
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,3957.5,3985,4010,4015,4022.5,4045,4067.5,-10.1,-9.7,-9.2,-9.2,-9.2,-9.5,-10,X,X,X,X,X,X,X,7.6,8.3,8.8,8.8,8.7,8.3,7.8,1,3.65,1.129,0.425,1.183,3.48,1.379
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,4082.5,4107.5,4130,4137.5,4145,4172.5,4195,-10.1,-9.8,-9.4,-9.3,-9.3,-9.8,-10.3,X,X,X,X,X,X,X,7.9,8.6,9.1,9.1,9.1,8.5,8.1,1.602,3.766,1.468,0.398,1.189,3.627,1.373
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,4210,4232.5,4252.5,4260,4267.5,4287.5,4310,-10.3,-10,-9.6,-9.6,-9.6,-9.9,-10.5,X,X,X,X,X,X,X,8.1,8.6,8.9,8.9,8.8,8.4,8.1,1.324,3.078,1.438,0.736,1.558,3.443,1.936
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,4330,4355,4377.5,4385,4392.5,4415,4440,-10.6,-10.2,-9.6,-9.5,-9.5,-9.8,-10.4,X,X,X,X,X,X,X,8.3,8.9,9.1,9,8.9,8.3,8,2.033,3.431,1.833,1.406,1.899,3.589,1.881
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,4460,4485,4507.5,4512.5,4522.5,4547.5,4567.5,-10.6,-10.2,-9.7,-9.7,-9.7,-10.2,-10.8,X,X,X,X,X,X,X,8.2,8.6,8.8,8.8,8.7,8.2,7.9,1.799,2.985,1.251,0.8,1.684,3.95,2.424
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,4585,4612.5,4637.5,4647.5,4652.5,4672.5,4695,-11.1,-10.7,-10.1,-10,-10,-10.3,-10.7,X,X,X,X,X,X,X,8.1,8.8,9.1,9,9,8.7,8.5,2.252,3.375,1.617,0.806,1.161,2.468,1.279
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,4712.5,4735,4755,4762.5,4772.5,4795,4817.5,-10.8,-10.5,-10,-9.9,-9.9,-10.2,-10.7,X,X,X,X,X,X,X,8.6,9,9,9,8.8,8.2,7.9,1.319,2.674,1.881,1.601,2.038,3.481,1.729
PD 01,PD_TA_DDK2_B01_R01_0146_01,,T,,,TT_XZ,,4835,4860,4885,4892.5,4900,4922.5,4947.5,-10.8,-10.4,-9.8,-9.7,-9.7,-10.3,-11,X,X,X,X,X,X,X,8,8.5,8.7,8.7,8.6,8.2,7.8,1.583,3.423,1.447,0.66,1.587,4.069,1.668
PD 01,PD_TA_DDK2_B01_R02_0153_01,,T,,dat,TT_XZ,8 + 6 + 6,3397.5,3422.5,3442.5,3450,3457.5,3482.5,3502.5,-11.5,-11.2,-10.9,-10.9,-10.9,-11.1,-11.4,X,X,X,X,X,X,X,9.5,9.6,9.6,9.6,9.6,9.4,9.3,0.631,1.71,0.858,0.538,0.809,1.582,0.845
PD 01,PD_TA_DDK2_B01_R02_0153_01,,T,,,TT_XZ,,3397.5,3422.5,3442.5,3450,3457.5,3600,3620,-11.5,-11.2,-10.9,-10.9,-10.9,-11,-11.2,X,X,X,X,X,X,X,9.5,9.6,9.6,9.6,9.6,9.1,9,0.631,1.71,0.858,0.538,0.809,1.685,0.807
PD 01,PD_TA_DDK2_B01_R02_0153_01,,T,,,TT_XZ,,3582.5,3600,3670,3680,3687.5,3767.5,3792.5,-10.8,-11,-11.2,-11.2,-11.2,-11.5,-11.2,X,X,X,X,X,X,X,9.3,9.1,9.3,9.4,9.4,9.5,9.6,1.233,1.685,0.609,0.23,0.454,1.263,0.444
PD 01,PD_TA_DDK2_B01_R02_0153_01,,T,,,TT_XZ,,3582.5,3600,3670,3680,3695,3847.5,3870,-10.8,-11,-11.2,-11.2,-11.3,-11.7,-12.1,X,X,X,X,X,X,X,9.3,9.1,9.3,9.4,9.3,9.3,9.2,1.233,1.685,0.609,0.23,0.727,2.305,1.069
PD 01,PD_TA_DDK2_B01_R02_0153_01,,T,,,TT_XZ,,3885,3910,3930,3937.5,3950,3987.5,4030,-12.2,-11.9,-11.5,-11.4,-11.4,-12.4,-13.9,X,X,X,X,X,X,X,9.3,9.6,9.8,9.7,9.6,8.3,7,1.068,2.342,1.377,1.028,2.125,5.806,2.804
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,dat,TB_XZ,1 + 20 + 6,4500,4520,4545,4552.5,4565,4645,4670,-47.1,-47.3,-47.8,-47.9,-47.9,-47.3,-47.9,X,X,X,X,X,X,X,19.1,18.6,18.3,18.3,18.5,18.1,17.5,1.817,2.885,1.493,1.062,1.749,3.795,2.063
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,4687.5,4710,4740,4747.5,4757.5,4785,4812.5,-48.2,-48.1,-47.8,-47.7,-47.7,-47.9,-48.4,X,X,X,X,X,X,X,17.6,18.2,18.9,18.9,18.9,18.2,17.6,1.928,3.265,1.29,0.742,1.357,3.489,1.54
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,4830,4855,4885,4897.5,4907.5,4932.5,4962.5,-48.5,-48.3,-47.9,-47.8,-47.7,-47.9,-48.3,X,X,X,X,X,X,X,17.6,18.2,18.7,18.7,18.6,18.2,17.9,1.263,2.954,1.366,0.935,1.201,2.056,0.617
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,4907.5,4932.5,4962.5,4970,4975,5062.5,5087.5,-47.7,-47.9,-48.3,-48.3,-48.3,-48.2,-48.5,X,X,X,X,X,X,X,18.6,18.2,17.9,17.9,17.9,18.1,17.9,1.201,2.056,0.617,0.014,0.435,1.915,0.578
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,5100,5122.5,5147.5,5157.5,5165,5187.5,5215,-48.5,-48.3,-48.1,-48.1,-48,-48.1,-48.3,X,X,X,X,X,X,X,17.9,18.2,18.6,18.6,18.5,18.2,18,0.728,2.063,0.883,0.455,0.834,1.612,0.642
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,5230,5262.5,5307.5,5317.5,5327.5,5355,5380,-48.3,-48.3,-47.7,-47.6,-47.6,-47.8,-48,X,X,X,X,X,X,X,18,18.5,19.1,19.1,19,18.4,17.9,0.755,2.108,1.118,0.704,1.273,2.954,1.349
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,5397.5,5422.5,5452.5,5465,5472.5,5497.5,5527.5,-48.1,-48.1,-47.9,-47.8,-47.7,-47.7,-48.1,X,X,X,X,X,X,X,17.9,18.5,19.3,19.4,19.3,18.7,18.1,1.346,3.31,1.67,1.017,1.449,2.956,1.139
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,5545,5572.5,5597.5,5605,5615,5637.5,5660,-48.2,-47.8,-47.4,-47.4,-47.4,-47.6,-48,X,X,X,X,X,X,X,18.2,18.7,19.1,19.1,19,18.6,18.3,1.089,2.811,1.194,0.696,1.271,2.496,1.7
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,5615,5637.5,5710,5720,5727.5,5750,5772.5,-47.4,-47.6,-48.4,-48.3,-48.3,-48.2,-48.2,X,X,X,X,X,X,X,19,18.6,18.9,19,19,18.7,18.4,1.271,2.496,0.947,0.54,0.843,1.736,0.667
PD 01,PD_KA_DDK1_B01_R01_0133_01,,K,,,TB_XZ,,5675,5687.5,5872.5,5882.5,5892.5,5925,5950,-48.2,-48.3,-48,-48,-48,-48.3,-48.4,X,X,X,X,X,X,X,18.4,18.6,19,19,19,18.6,18.2,1.583,1.857,0.579,0.197,0.628,2.092,0.759
PD 01,PD_KA_DDK1_B01_R02_0139_01,,K,,dat,TB_XZ,17 + 8 + 3,4097.5,4120,4147.5,4162.5,4187.5,4215,4262.5,-47,-47.1,-46.8,-46.6,-46.5,-46.8,-47.5,X,X,X,X,X,X,X,16.7,17.4,18.1,18.2,17.9,17.6,17.8,2.212,3.586,1.908,1.269,1.432,2.038,0.818
PD 01,PD_KA_DDK1_B01_R02_0139_01,,K,,,TB_XZ,,4280,4300,4317.5,4325,4335,4392.5,4412.5,-47.5,-47.2,-47,-46.9,-46.9,-47.4,-47.3,X,X,X,X,X,X,X,17.9,17.8,17.8,17.8,17.9,17.7,17.5,0.755,1.534,0.952,0.762,0.98,1.618,0.936
PD 01,PD_KA_DDK1_B01_R02_0139_01,,K,,,TB_XZ,,4430,4465,4492.5,4497.5,4502.5,4522.5,4542.5,-47.2,-46.9,-47,-47,-47,-47,-46.9,X,X,X,X,X,X,X,17.5,18,18.5,18.5,18.5,18.2,17.9,1.128,2.232,0.644,0.175,0.524,1.788,0.663
PD 01,PD_KA_DDK1_B01_R02_0139_01,,K,,,TB_XZ,,4605,4610,4645,4657.5,4672.5,4705,4737.5,-46.7,-46.6,-45.9,-45.7,-45.7,-46.1,-46.8,X,X,X,X,X,X,X,19,19.1,19.5,19.4,19.2,18.2,17.3,2.684,2.691,1.622,1.29,2.028,4.242,2.165
PD 01,PD_KA_DDK1_B01_R02_0139_01,,K,,,TB_XZ,,4762.5,4797.5,4832.5,4847.5,4860,4887.5,4910,-47.2,-47,-46.4,-46.1,-45.9,-46.1,-46.7,X,X,X,X,X,X,X,17.5,18.6,19.5,19.5,19.3,18.3,17.7,2.08,3.898,2.497,2.073,2.709,4.357,3.05
PD 01,PD_KA_DDK1_B01_R02_0139_01,,K,,,TB_XZ,,4930,4960,4987.5,5000,5012.5,5040,5067.5,-47.2,-46.9,-46.1,-45.7,-45.5,-45.7,-46.5,X,X,X,X,X,X,X,17.9,19,19.5,19.5,19.2,18,17,2.862,4.172,3.137,2.719,3.413,5.466,3.235
PD 01,PD_KA_DDK1_B01_R02_0139_01,,K,,,TB_XZ,,5087.5,5110,5140,5150,5157.5,5182.5,5205,-47,-46.8,-46.1,-45.9,-45.8,-46.1,-46.6,X,X,X,X,X,X,X,17.2,18.2,19.1,19.1,19,18.2,17.6,3.013,5.033,2.405,1.528,2.087,4.292,2.151
PD 01,PD_KA_DDK1_B01_R02_0139_01,,K,,,TB_XZ,,5222.5,5242.5,5265,5275,5282.5,5307.5,5325,-46.8,-46.7,-46.4,-46.3,-46.3,-46.5,-46.8,X,X,X,X,X,X,X,17.7,18.3,18.8,18.8,18.8,18.2,17.9,1.93,3.347,1.552,0.836,1.332,2.932,2.259
